,"tunnel support
 pattern","face
No.","upper 
/
bottom","area
[m2]","progression
[m]","excavation 
volume
[m3]",date,"wg3,piece","wg3,kg","wg25,piece","wg25,kg","wg,kg","anfo,kg","f06,piece","fconnect,piece","eldet,piece",pyro1,pyro2,pyro3,pyro4,pyro5,pyro6,pyro7,pyro8,pyro9,pyro10,pyro12,pyro14,pyro16,pyro17,pyro18,pyro19,pyro20,pyro21,total,kg/m3,faceN
781,D_,928,upper,98.744,1.0,98.7,2021.10.29,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,928
782,D_,929,upper & bottom,98.744,1.0,98.7,2021.11.1,0,0,207.0,20.7,0,50,8,8,1,10.0,11.0,10.0,12.0,9.0,10.0,2.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,74.0,0.51,929
783,D_,930,upper,98.744,1.0,98.7,2021.11.1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,930
784,D_,931,upper & bottom,98.744,1.0,98.7,2021.11.1,0,0,226.0,22.6,0,65,8,8,1,6.0,7.0,11.0,11.0,7.0,6.0,3.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,67.0,0.66,931
785,D_,932,upper,98.744,1.0,98.7,2021.11.1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,932
786,D_,933,upper & bottom,98.744,1.0,98.7,2021.11.2,0,0,338.0,33.8,0,55,8,8,1,5.0,6.0,10.0,11.0,7.0,7.0,4.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,66.0,0.56,933
787,D_,934,upper,98.744,1.0,98.7,2021.11.2,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,934
788,D_,935,upper & bottom,98.744,1.0,98.7,2021.11.2,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,935
789,D_,936,upper,98.744,1.0,98.7,2021.11.3,0,0,247.0,24.7,0,44,8,8,1,9.0,11.0,10.0,15.0,11.0,9.0,6.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,81.0,0.45,936
790,D_,937,upper & bottom,98.744,1.0,98.7,2021.11.3,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,937
791,D_,938,upper,98.744,1.0,98.7,2021.11.3,0,0,305.0,30.5,0,68,8,8,1,6.0,10.0,10.0,12.0,8.0,7.0,2.0,5.0,6.0,2.0,0,0,0,0,0,0,0,0,68.0,0.69,938
792,D_,939,upper & bottom,98.744,1.0,98.7,2021.11.3,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,939
793,D_,940,upper,98.744,1.0,98.7,2021.11.4,0,0,238.0,23.8,0,50,8,8,1,10.0,12.0,11.0,15.0,10.0,10.0,4.0,0.0,6.0,2.0,0,0,0,0,0,0,0,0,80.0,0.51,940
794,D_,941,upper & bottom,98.744,1.0,98.7,2021.11.4,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,941
795,D_,942,upper,98.744,1.0,98.7,2021.11.4,0,0,319.0,31.9,0,63,8,8,1,6.0,12.0,12.0,13.0,4.0,8.0,2.0,6.0,6.0,2.0,0,0,0,0,0,0,0,0,71.0,0.64,942
796,D_,943,upper & bottom,98.744,1.0,98.7,2021.11.4,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,943
797,D_,944,upper,98.744,1.0,98.7,2021.11.5,0,0,216.0,21.6,0,42,8,8,1,10.0,11.0,11.0,15.0,9.0,8.0,4.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,78.0,0.43,944
798,D_,945,upper & bottom,98.744,1.0,98.7,2021.11.5,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,945
799,D_,946,upper,98.744,1.0,98.7,2021.11.8,0,0,235.0,23.5,0,45,8,8,1,10.0,12.0,11.0,13.0,11.0,7.0,3.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,77.0,0.46,946
800,D_,947,upper & bottom,98.744,1.0,98.7,2021.11.8,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,947
801,D_,948,upper,98.744,1.0,98.7,2021.11.8,0,0,313.0,31.3,0,58,8,8,1,8.0,11.0,12.0,12.0,5.0,7.0,3.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,73.0,0.59,948
802,D_,949,upper & bottom,98.744,1.0,98.7,2021.11.8,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,949
803,D_,950,upper,98.744,1.0,98.7,2021.11.9,0,0,240.0,24.0,0,50,8,8,1,10.0,12.0,10.0,14.0,11.0,7.0,3.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,77.0,0.51,950
804,D_,951,upper & bottom,98.744,1.0,98.7,2021.11.9,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,951
805,D_,952,upper,98.744,1.0,98.7,2021.11.9,0,0,316.0,31.6,0,72,8,8,1,7.0,12.0,12.0,12.0,4.0,7.0,1.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,71.0,0.73,952
806,D_,953,upper & bottom,98.744,1.0,98.7,2021.11.9,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,953
807,D_,954,upper,98.744,1.0,98.7,2021.11.10,0,0,266.0,26.6,0,42,8,8,1,10.0,12.0,8.0,14.0,10.0,7.0,3.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,74.0,0.43,954
808,D_,955,upper & bottom,98.744,1.0,98.7,2021.11.10,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,955
809,D_,956,upper,98.744,1.0,98.7,2021.11.10,0,0,238.0,23.8,0,66,8,8,1,7.0,11.0,12.0,11.0,6.0,5.0,0.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,68.0,0.67,956
810,D_,957,upper & bottom,98.744,1.0,98.7,2021.11.10,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,957
811,D_,958,upper,98.744,1.0,98.7,2021.11.11,0,0,204.0,20.4,0,34,8,8,1,10.0,11.0,9.0,11.0,8.0,8.0,3.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,70.0,0.34,958
812,D_,959,upper & bottom,98.744,1.0,98.7,2021.11.11,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,959
813,D_,960,upper,98.744,1.0,98.7,2021.11.11,0,0,247.0,24.7,0,71,8,8,1,7.0,11.0,12.0,12.0,5.0,6.0,1.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,70.0,0.72,960
814,D_,961,upper & bottom,98.744,1.0,98.7,2021.11.11,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,961
815,D_,962,upper,98.744,1.0,98.7,2021.11.12,0,0,210.0,21.0,0,39,8,8,1,10.0,10.0,9.0,7.0,7.0,7.0,2.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,61.0,0.39,962
816,D_,963,upper & bottom,98.744,1.0,98.7,2021.11.12,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,963
817,D_,964,upper,98.744,1.0,98.7,2021.11.12,0,0,47.0,4.7,0,31,5,5,1,8.0,6.0,4.0,5.0,2.0,7.0,0.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,47.0,0.31,964
818,D_,965,upper & bottom,98.744,1.0,98.7,2021.11.12,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,965
819,D_,966,upper,98.744,1.0,98.7,2021.11.15,0,0,262.0,26.2,0,37,8,8,1,10.0,12.0,11.0,14.0,10.0,7.0,2.0,0.0,6.0,2.0,0,0,0,0,0,0,0,0,74.0,0.37,966
820,D_,967,upper & bottom,98.744,1.0,98.7,2021.11.15,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,967
821,D_,968,upper,98.744,1.0,98.7,2021.11.15,0,0,181.0,18.1,0,63,5,5,1,6.0,6.0,6.0,6.0,4.0,6.0,2.0,6.0,6.0,2.0,0,0,0,0,0,0,0,0,50.0,0.64,968
822,D_,969,upper & bottom,98.744,1.0,98.7,2021.11.15,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,969
823,D_,970,upper,98.744,1.0,98.7,2021.11.16,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,970
824,D_,971,upper & bottom,98.744,1.0,98.7,2021.11.16,0,0,241.0,24.1,0,21,8,8,1,10.0,11.0,11.0,11.0,8.0,8.0,1.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,69.0,0.21,971
825,D_,972,upper,98.744,1.0,98.7,2021.11.16,0,0,122.0,12.2,0,54,7,7,1,6.0,6.0,6.0,13.0,7.0,4.0,1.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,59.0,0.55,972
826,D_,973,upper & bottom,98.744,1.0,98.7,2021.11.16,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,973
827,D_,974,upper,98.744,1.0,98.7,2021.11.17,0,0,239.0,23.9,0,20,8,8,1,10.0,12.0,10.0,12.0,11.0,6.0,1.0,0.0,6.0,2.0,0,0,0,0,0,0,0,0,70.0,0.2,974
828,D_,975,upper & bottom,98.744,1.0,98.7,2021.11.17,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,975
829,D_,976,upper,98.744,1.0,98.7,2021.11.17,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,976
830,D_,977,upper & bottom,98.744,1.0,98.7,2021.11.17,0,0,197.0,19.7,0,67,7,7,1,6.0,7.0,8.0,12.0,5.0,8.0,0.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,62.0,0.68,977
831,D_,978,upper,98.744,1.0,98.7,2021.11.18,0,0,266.0,26.6,0,35,8,8,1,10.0,12.0,11.0,15.0,11.0,8.0,1.0,0.0,6.0,2.0,0,0,0,0,0,0,0,0,76.0,0.35,978
832,D_,979,upper & bottom,98.744,1.0,98.7,2021.11.18,0,0,279.0,27.9,0,73,8,8,1,8.0,12.0,12.0,11.0,5.0,4.0,2.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,69.0,0.74,979
833,D_,980,upper,98.744,1.0,98.7,2021.11.18,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,980
834,D_,981,upper & bottom,98.744,1.0,98.7,2021.11.22,0,0,123.0,12.3,0,35,3,4,1,1.0,1.0,3.0,4.0,1.0,5.0,1.0,0.0,6.0,2.0,0,0,0,0,0,0,0,0,24.0,0.35,981
835,D_,982,upper & bottom,98.744,1.0,98.7,2021.11.22,0,0,270.0,27.0,0,65,8,8,1,8.0,12.0,12.0,12.0,6.0,7.0,0.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,72.0,0.66,982
836,D_,983,upper,98.744,1.0,98.7,2021.11.22,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,983
837,D_,984,upper & bottom,98.744,1.0,98.7,2021.11.23,0,0,251.0,25.1,15,20,8,8,1,10.0,12.0,12.0,10.0,10.0,8.0,0.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,71.0,0.35,984
838,D_,985,upper,98.744,1.0,98.7,2021.11.23,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,985
839,D_,987,upper,98.744,1.0,98.7,2021.11.23,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,987
840,D_,989,upper & bottom,98.744,1.0,98.7,2021.11.24,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,989
841,D_,991,upper,98.744,1.0,98.7,2021.11.24,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,991
842,D_,994,upper,98.744,1.0,98.7,2021.11.25,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,994
843,D_,996,upper,98.744,1.0,98.7,2021.11.26,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,996
844,D_,998,upper,98.744,1.0,98.7,2021.11.26,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,998
845,D_,1000,upper,98.744,1.0,98.7,2021.11.29,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1000
846,D_,1002,upper,98.744,1.0,98.7,2021.11.29,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1002
847,D_,1004,upper,98.744,1.0,98.7,2021.11.30,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1004
848,D_,1006,upper,98.744,1.0,98.7,2021.11.30,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1006
849,D_,1008,upper,98.744,1.0,98.7,2021.12.1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1008
850,D_,1010,upper,98.744,1.0,98.7,2021.12.1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1010
851,D_,1013,upper,98.744,1.0,98.7,2021.12.2,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1013
852,D_,1015,upper,98.744,1.0,98.7,2021.12.2,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1015
853,D_,1017,upper,98.744,1.0,98.7,2021.12.3,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1017
854,D_,1018,upper & bottom,98.744,1.0,98.7,2021.12.3,0,0,461.0,46.1,20,61,8,8,1,6.0,6.0,6.0,8.0,6.0,12.0,7.0,14.0,12.0,4.0,0,0,0,0,0,0,0,0,81.0,0.82,1018
855,D_,1019,upper,98.744,1.0,98.7,2021.12.3,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1019
856,D_,1020,upper & bottom,98.744,1.0,98.7,2021.12.4,0,0,475.0,47.5,0,65,8,8,1,6.0,6.0,5.0,5.0,6.0,7.0,12.0,12.0,12.0,4.0,0,0,0,0,0,0,0,0,75.0,0.66,1020
857,D_,1021,upper,98.744,1.0,98.7,2021.12.4,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1021
858,D_,1022,upper & bottom,98.744,1.0,98.7,2021.12.6,0,0,477.0,47.7,0,59,8,8,1,6.0,6.0,5.0,10.0,10.0,10.0,11.0,9.0,12.0,4.0,0,0,0,0,0,0,0,0,83.0,0.6,1022
859,D_,1023,upper,98.744,1.0,98.7,2021.12.6,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1023
860,D_,1024,upper & bottom,98.744,1.0,98.7,2021.12.6,0,0,510.0,51.0,0,66,8,8,1,10.0,12.0,11.0,12.0,7.0,8.0,5.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,81.0,0.67,1024
861,D_,1025,upper,98.744,1.0,98.7,2021.12.6,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1025
862,D_,1026,upper & bottom,98.744,1.0,98.7,2021.12.7,0,0,464.0,46.4,0,30,8,8,1,10.0,12.0,12.0,9.0,16.0,9.0,8.0,0.0,5.0,2.0,0,0,0,0,0,0,0,0,83.0,0.3,1026
863,D_,1027,upper,98.744,1.0,98.7,2021.12.7,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1027
864,D_,1028,upper & bottom,98.744,1.0,98.7,2021.12.7,0,0,514.0,51.4,0,60,8,8,1,10.0,12.0,12.0,14.0,9.0,5.0,7.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,85.0,0.61,1028
865,D_,1029,upper,98.744,1.0,98.7,2021.12.7,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1029
866,D_,1030,upper & bottom,98.744,1.0,98.7,2021.12.8,0,0,463.0,46.3,0,55,8,8,1,10.0,12.0,12.0,14.0,7.0,7.0,4.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,81.0,0.56,1030
867,D_,1031,upper,98.744,1.0,98.7,2021.12.8,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1031
868,D_,1032,upper & bottom,98.744,1.0,98.7,2021.12.8,0,0,488.0,48.8,0,65,8,8,1,9.0,12.0,11.0,16.0,6.0,6.0,7.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,83.0,0.66,1032
869,D_,1033,upper,98.744,1.0,98.7,2021.12.8,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1033
870,D_,1034,upper & bottom,98.744,1.0,98.7,2021.12.9,0,0,450.0,45.0,0,52,8,8,1,10.0,12.0,10.0,15.0,10.0,8.0,4.0,5.0,6.0,2.0,0,0,0,0,0,0,0,0,82.0,0.53,1034
871,D_,1035,upper,98.744,1.0,98.7,2021.12.9,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1035
872,D_,1036,upper & bottom,98.744,1.0,98.7,2021.12.9,0,0,368.0,36.8,0,63,7,7,1,3.0,2.0,2.0,0.0,7.0,7.0,10.0,8.0,7.0,2.0,0,0,0,0,0,0,0,0,0,0.64,1036
