,"tunnel support
 pattern","face
No.","upper 
/
bottom","area
[m2]","progression
[m]","excavation 
volume
[m3]",date,"wg3,piece","wg3,kg","wg25,piece","wg25,kg","wg,kg","anfo,kg","f06,piece","fconnect,piece","eldet,piece",pyro1,pyro2,pyro3,pyro4,pyro5,pyro6,pyro7,pyro8,pyro9,pyro10,pyro12,pyro14,pyro16,pyro17,pyro18,pyro19,pyro20,pyro21,total,kg/m3,faceN
549,D_,697,upper,98.744,1.0,98.7,2021.7.15,0,0,302.0,30.2,0,0,7,7,1,3.0,4.0,6.0,12.0,8.0,12.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,71.0,0,697
550,D_,698,upper & bottom,98.744,1.0,98.7,2021.7.16,0,0,458.0,45.8,0,35,8,8,1,10.0,12.0,12.0,16.0,14.0,9.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,99.0,0.35,698
551,D_,699,upper,98.744,1.0,98.7,2021.7.16,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,699
552,D_,700,upper & bottom,98.744,1.0,98.7,2021.7.16,0,0,432.0,43.2,0,39,8,8,1,10.0,11.0,9.0,15.0,9.0,13.0,5.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,90.0,0.39,700
553,D_,701,upper,98.744,1.0,98.7,2021.7.16,0,0,277.0,27.7,0,16,5,5,1,6.0,5.0,6.0,10.0,10.0,14.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,77.0,0.16,701
554,D_,702,upper & bottom,98.744,1.0,98.7,2021.7.17,0,0,469.0,46.9,0,35,8,8,1,10.0,12.0,12.0,16.0,15.0,9.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,100.0,0.35,702
555,D_,703,upper,98.744,1.0,98.7,2021.7.19,0,0,448.0,44.8,0,29,8,8,1,10.0,12.0,12.0,15.0,11.0,13.0,7.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,98.0,0.29,703
556,D_,704,upper & bottom,98.744,1.0,98.7,2021.7.19,0,0,196.0,19.6,0,18,5,5,1,2.0,4.0,2.0,7.0,7.0,9.0,8.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,56.0,0.18,704
557,D_,705,upper,98.744,1.0,98.7,2021.7.19,0,0,671.0,67.1,0,74,9,9,1,10.0,14.0,14.0,16.0,16.0,10.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,106.0,0.75,705
558,D_,706,upper & bottom,98.744,1.0,98.7,2021.7.19,0,0,164.0,16.4,0,0,5,5,1,0.0,0.0,0.0,2.0,7.0,9.0,8.0,8.0,5.0,2.0,0,0,0,0,0,0,0,0,41.0,0,706
559,D_,707,upper,98.744,1.0,98.7,2021.7.20,0,0,431.0,43.1,0,37,8,8,1,10.0,11.0,12.0,15.0,9.0,13.0,7.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,93.0,0.37,707
560,D_,708,upper & bottom,98.744,1.0,98.7,2021.7.20,0,0,454.0,45.4,0,77,5,5,1,4.0,4.0,4.0,8.0,8.0,6.0,8.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,59.0,0.78,708
561,D_,709,upper,98.744,1.0,98.7,2021.7.20,0,0,207.0,20.7,0,0,2,2,1,4.0,4.0,4.0,6.0,8.0,4.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,32.0,0,709
562,D_,710,upper & bottom,98.744,1.0,98.7,2021.7.21,0,0,494.0,49.4,0,33,8,8,1,10.0,12.0,12.0,16.0,12.0,14.0,7.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,100.0,0.33,710
563,D_,711,upper,98.744,1.0,98.7,2021.7.21,0,0,269.0,26.9,0,0,5,5,1,3.0,2.0,2.0,9.0,7.0,13.0,4.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,57.0,0,711
564,D_,712,upper & bottom,98.744,1.0,98.7,2021.7.21,0,0,546.0,54.6,0,70,5,5,1,6.0,8.0,11.0,16.0,10.0,8.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,85.0,0.71,712
565,D_,713,upper,98.744,1.0,98.7,2021.7.21,0,0,255.0,25.5,0,22,4,4,1,4.0,4.0,4.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0.22,713
566,D_,714,upper & bottom,98.744,1.0,98.7,2021.7.22,0,0,496.0,49.6,0,60,8,8,1,10.0,12.0,12.0,16.0,11.0,13.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,100.0,0.61,714
567,D_,715,upper,98.744,1.0,98.7,2021.7.22,0,0,223.0,22.3,0,21,5,5,1,2.0,4.0,4.0,8.0,8.0,13.0,4.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,61.0,0.21,715
568,D_,716,upper & bottom,98.744,1.0,98.7,2021.7.22,0,0,582.0,58.2,0,49,6,6,1,6.0,8.0,9.0,13.0,10.0,10.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,82.0,0.5,716
569,D_,717,upper,98.744,1.0,98.7,2021.7.22,0,0,299.0,29.9,0,0,3,3,1,4.0,4.0,4.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,717
570,D_,718,upper & bottom,98.744,1.0,98.7,2021.7.23,0,0,498.0,49.8,0,43,8,8,1,10.0,12.0,12.0,14.0,11.0,14.0,7.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,98.0,0.44,718
571,D_,719,upper,98.744,1.0,98.7,2021.7.23,0,0,250.0,25.0,0,12,5,5,1,4.0,4.0,3.0,8.0,3.0,13.0,7.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,60.0,0.12,719
572,D_,720,upper & bottom,98.744,1.0,98.7,2021.7.26,0,0,669.0,66.9,0,65,8,8,1,10.0,12.0,12.0,15.0,16.0,8.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,99.0,0.66,720
573,D_,721,upper,98.744,1.0,98.7,2021.7.26,0,0,248.0,24.8,0,0,5,5,1,0.0,0.0,0.0,4.0,11.0,11.0,8.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,49.0,0,721
574,D_,722,upper & bottom,98.744,1.0,98.7,2021.7.26,0,0,717.0,71.7,0,66,8,8,1,10.0,12.0,12.0,21.0,12.0,14.0,9.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,107.0,0.67,722
575,D_,723,upper,98.744,1.0,98.7,2021.7.27,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,723
576,D_,724,upper & bottom,98.744,1.0,98.7,2021.7.27,0,0,449.0,44.9,0,20,8,8,1,6.0,6.0,6.0,13.0,11.0,14.0,7.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,81.0,0.2,724
577,D_,725,upper & bottom,98.744,1.0,98.7,2021.8.2,0,0,553.0,55.3,0,87,7,7,1,10.0,12.0,12.0,18.0,14.0,15.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,107.0,0.88,725
578,D_,726,upper,98.744,1.0,98.7,2021.8.2,0,0,207.0,20.7,0,31,4,4,1,3.0,2.0,4.0,5.0,7.0,9.0,8.0,9.0,6.0,1.0,0,0,0,0,0,0,0,0,54.0,0.31,726
579,D_,727,upper & bottom,98.744,1.0,98.7,2021.8.2,0,0,473.0,47.3,0,91,6,6,1,6.0,9.0,6.0,12.0,10.0,4.0,6.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,69.0,0.92,727
580,D_,728,upper,98.744,1.0,98.7,2021.8.2,0,0,282.0,28.2,0,30,3,3,1,4.0,6.0,6.0,10.0,8.0,6.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,42.0,0.3,728
581,D_,729,upper & bottom,98.744,1.0,98.7,2021.8.3,0,0,606.0,60.6,0,76,8,8,1,12.0,15.0,15.0,17.0,14.0,15.0,8.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,113.0,0.77,729
582,D_,730,upper,98.744,1.0,98.7,2021.8.3,0,0,480.0,48.0,0,82.2,6,6,1,6.0,8.0,6.0,12.0,10.0,8.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,76.0,0.83,730
583,D_,731,upper & bottom,98.744,1.0,98.7,2021.8.3,0,0,201.0,20.1,0,21.8,4,4,1,4.0,6.0,6.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0.22,731
584,D_,732,upper,98.744,1.0,98.7,2021.8.4,0,0,490.0,49.0,0,74,8,8,1,10.0,12.0,12.0,18.0,14.0,15.0,8.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,106.0,0.75,732
585,D_,733,upper & bottom,98.744,1.0,98.7,2021.8.4,0,0,165.0,16.5,0,21,5,5,1,3.0,2.0,1.0,6.0,8.0,9.0,6.0,6.0,6.0,2.0,0,0,0,0,0,0,0,0,49.0,0.21,733
586,D_,734,upper,98.744,1.0,98.7,2021.8.4,0,0,387.0,38.7,0,100,6,6,1,6.0,6.0,8.0,11.0,10.0,6.0,4.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,67.0,1.01,734
587,D_,735,upper & bottom,98.744,1.0,98.7,2021.8.4,0,0,202.0,20.2,0,65,4,4,1,3.0,5.0,5.0,10.0,6.0,4.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,35.0,0.66,735
588,D_,736,upper,98.744,1.0,98.7,2021.8.5,0,0,440.0,44.0,0,67,7,7,1,10.0,12.0,12.0,18.0,13.0,14.0,7.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,103.0,0.68,736
589,D_,737,upper & bottom,98.744,1.0,98.7,2021.8.5,0,0,179.0,17.9,0,25,5,5,1,1.0,1.0,4.0,5.0,10.0,11.0,7.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,57.0,0.25,737
590,D_,738,upper,98.744,1.0,98.7,2021.8.5,0,0,419.0,41.9,0,90,6,6,1,6.0,6.0,6.0,10.0,10.0,6.0,5.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,67.0,0.91,738
591,D_,739,upper & bottom,98.744,1.0,98.7,2021.8.5,0,0,181.0,18.1,0,43,3,3,1,3.0,5.0,3.0,9.0,5.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,31.0,0.44,739
592,D_,740,upper,98.744,1.0,98.7,2021.8.6,0,0,422.0,42.2,0,79,8,8,1,8.0,11.0,11.0,16.0,14.0,14.0,7.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,99.0,0.8,740
593,D_,741,upper & bottom,98.744,1.0,98.7,2021.8.6,0,0,217.0,21.7,0,46,5,5,1,6.0,6.0,6.0,10.0,10.0,17.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,81.0,0.47,741
594,D_,742,upper & bottom,98.744,1.0,98.7,2021.8.16,0,0,499.0,49.9,0,135,9,9,1,10.0,12.0,12.0,16.0,12.0,11.0,9.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,100.0,1.37,742
595,D_,743,upper,98.744,1.0,98.7,2021.8.16,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,743
596,D_,744,upper & bottom,98.744,1.0,98.7,2021.8.16,0,0,521.0,52.1,0,100,8,8,1,10.0,12.0,12.0,16.0,14.0,15.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,105.0,1.01,744
597,D_,745,upper,98.744,1.0,98.7,2021.8.16,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,745
598,D_,746,upper & bottom,98.744,1.0,98.7,2021.8.17,0,0,235.0,23.5,0,90,8,8,1,9.0,10.0,12.0,12.0,9.0,9.0,5.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,83.0,0.91,746
599,D_,747,upper,98.744,1.0,98.7,2021.8.17,0,0,128.0,12.8,0,45,4,5,1,6.0,3.0,3.0,3.0,14.0,10.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,65.0,0.46,747
600,D_,748,upper & bottom,98.744,1.0,98.7,2021.8.17,0,0,470.0,47.0,0,109,8,8,1,10.0,12.0,11.0,17.0,12.0,14.0,6.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,100.0,1.1,748
601,D_,749,upper,98.744,1.0,98.7,2021.8.17,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,749
602,D_,750,upper & bottom,98.744,1.0,98.7,2021.8.18,0,0,299.0,29.9,0,81,9,8,1,10.0,8.0,10.0,14.0,14.0,9.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,91.0,0.82,750
603,D_,751,upper,98.744,1.0,98.7,2021.8.18,0,0,224.0,22.4,0,50,7,7,1,4.0,4.0,5.0,8.0,14.0,9.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,70.0,0.51,751
604,D_,752,upper & bottom,98.744,1.0,98.7,2021.8.18,0,0,546.0,54.6,0,100,9,9,1,10.0,12.0,12.0,18.0,13.0,15.0,6.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,103.0,1.01,752
605,D_,753,upper,98.744,1.0,98.7,2021.8.18,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,753
606,D_,754,upper & bottom,98.744,1.0,98.7,2021.8.19,0,0,486.0,48.6,0,65,8,8,1,10.0,8.0,10.0,14.0,15.0,9.0,7.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,91.0,0.66,754
607,D_,755,upper,98.744,1.0,98.7,2021.8.19,0,0,418.0,41.8,0,10,7,7,1,4.0,8.0,6.0,8.0,12.0,10.0,8.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,73.0,0.1,755
608,D_,756,upper & bottom,98.744,1.0,98.7,2021.8.19,0,0,651.0,65.1,0,100,9,8,2,10.0,12.0,12.0,14.0,13.0,14.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,101.0,1.01,756
609,D_,756_,upper,98.744,1.0,98.7,2021.8.19,0,0,23.0,2.3,0,0,1,1,2,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4.0,0,756_
610,D_,757,upper,98.744,1.0,98.7,2021.8.19,0,0,110.0,11.0,0,0,4,4,1,1.0,1.0,1.0,1.0,3.0,7.0,8.0,2.0,3.0,1.0,0,0,0,0,0,0,0,0,28.0,0,757
611,D_,758,upper & bottom,98.744,1.0,98.7,2021.8.20,0,0,594.0,59.4,0,47,8,8,1,9.0,7.0,11.0,15.0,14.0,8.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,90.0,0.48,758
612,D_,759,upper,98.744,1.0,98.7,2021.8.20,0,0,448.0,44.8,0,0,7,7,1,4.0,4.0,4.0,8.0,14.0,11.0,7.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,69.0,0,759
613,D_,760,upper & bottom,98.744,1.0,98.7,2021.8.20,0,0,605.0,60.5,0,63,9,9,1,10.0,12.0,12.0,18.0,14.0,13.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,105.0,0.64,760
614,D_,761,upper,98.744,1.0,98.7,2021.8.20,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,761
615,D_,762,upper & bottom,98.744,1.0,98.7,2021.8.23,0,0,515.0,51.5,0,72,8,8,1,11.0,12.0,12.0,17.0,10.0,13.0,6.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,99.0,0.73,762
616,D_,763,upper,98.744,1.0,98.7,2021.8.23,0,0,97.0,9.7,0,0,5,5,1,1.0,1.0,1.0,1.0,4.0,4.0,6.0,2.0,3.0,1.0,0,0,0,0,0,0,0,0,24.0,0,763
617,D_,764,upper & bottom,98.744,1.0,98.7,2021.8.23,0,0,614.0,61.4,0,60,6,6,1,4.0,8.0,7.0,9.0,9.0,8.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,71.0,0.61,764
618,D_,765,upper,98.744,1.0,98.7,2021.8.23,0,0,183.0,18.3,0,10,4,4,1,6.0,6.0,6.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0.1,765
619,D_,766,upper & bottom,98.744,1.0,98.7,2021.8.23,0,0,381.0,38.1,0,28,5,5,1,7.0,6.0,6.0,13.0,11.0,13.0,7.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,81.0,0.28,766
620,D_,767,upper,98.744,1.0,98.7,2021.8.24,0,0,520.0,52.0,0,68,9,9,1,10.0,12.0,12.0,18.0,13.0,14.0,6.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,103.0,0.69,767
621,D_,768,upper & bottom,98.744,1.0,98.7,2021.8.24,0,0,769.0,76.9,0,82,9,9,1,10.0,13.0,13.0,15.0,15.0,9.0,5.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,98.0,0.83,768
622,D_,769,upper,98.744,1.0,98.7,2021.8.24,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,769
623,D_,770,upper & bottom,98.744,1.0,98.7,2021.8.24,0,0,222.0,22.2,0,44,5,5,1,6.0,5.0,4.0,8.0,8.0,10.0,3.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,61.0,0.45,770
624,D_,771,upper,98.744,1.0,98.7,2021.8.25,0,0,384.0,38.4,0,22,8,8,1,10.0,11.0,11.0,14.0,9.0,12.0,7.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,91.0,0.22,771
625,D_,772,upper & bottom,98.744,1.0,98.7,2021.8.25,0,0,706.0,70.6,0,59,9,9,1,7.0,11.0,14.0,14.0,9.0,8.0,5.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,84.0,0.6,772
626,D_,773,upper,98.744,1.0,98.7,2021.8.25,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,773
627,D_,774,upper & bottom,98.744,1.0,98.7,2021.8.25,0,0,181.0,18.1,0,20,5,5,1,6.0,4.0,3.0,6.0,4.0,7.0,4.0,5.0,6.0,2.0,0,0,0,0,0,0,0,0,47.0,0.2,774
628,D_,775,upper,98.744,1.0,98.7,2021.8.26,0,0,411.0,41.1,0,63,8,8,1,10.0,12.0,12.0,13.0,12.0,11.0,7.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,93.0,0.64,775
629,D_,776,upper & bottom,98.744,1.0,98.7,2021.8.26,0,0,142.0,14.2,0,17,5,5,1,2.0,3.0,3.0,6.0,5.0,10.0,4.0,6.0,6.0,2.0,0,0,0,0,0,0,0,0,47.0,0.17,776
630,D_,777,upper,98.744,1.0,98.7,2021.8.30,0,0,393.0,39.3,0,92,8,8,2,10.0,11.0,12.0,13.0,12.0,13.0,7.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,96.0,0.93,777
631,D_,778,upper & bottom,98.744,1.0,98.7,2021.8.30,0,0,105.0,10.5,0,8,4,4,1,1.0,1.0,1.0,2.0,1.0,5.0,4.0,5.0,6.0,2.0,0,0,0,0,0,0,0,0,28.0,0.08,778
632,D_,779,upper,98.744,1.0,98.7,2021.8.31,0,0,549.0,54.9,0,69,8,8,1,10.0,12.0,12.0,16.0,12.0,12.0,3.0,10.0,5.0,2.0,0,0,0,0,0,0,0,0,94.0,0.7,779
633,D_,780,upper & bottom,98.744,1.0,98.7,2021.8.31,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,780
634,D_,781,upper,98.744,1.0,98.7,2021.8.31,0,0,542.0,54.2,0,101,9,9,1,10.0,12.0,12.0,16.0,11.0,14.0,7.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,97.0,1.02,781
635,D_,782,upper & bottom,98.744,1.0,98.7,2021.8.31,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,782
636,D_,783,upper,98.744,1.0,98.7,2021.9.1,0,0,548.0,54.8,0,78,8,8,1,10.0,12.0,12.0,16.0,12.0,14.0,8.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,100.0,0.79,783
637,D_,784,upper & bottom,98.744,1.0,98.7,2021.9.1,0,0,352.0,35.2,0,38,6,6,1,5.0,4.0,4.0,8.0,7.0,6.0,5.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,54.0,0.38,784
638,D_,785,upper,98.744,1.0,98.7,2021.9.1,0,0,313.0,31.3,0,51,8,8,1,10.0,10.0,10.0,16.0,8.0,10.0,6.0,6.0,6.0,2.0,0,0,0,0,0,0,0,0,84.0,0.52,785
639,D_,786,upper & bottom,98.744,1.0,98.7,2021.9.1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,786
640,D_,787,upper,98.744,1.0,98.7,2021.9.2,0,0,363.0,36.3,0,72,8,8,1,10.0,11.0,12.0,15.0,9.0,10.0,5.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,87.0,0.73,787
641,D_,788,upper & bottom,98.744,1.0,98.7,2021.9.2,0,0,116.0,11.6,0,0,5,5,1,0.0,0.0,0.0,0.0,1.0,3.0,6.0,6.0,6.0,2.0,0,0,0,0,0,0,0,0,24.0,0,788
642,D_,789,upper,98.744,1.0,98.7,2021.9.2,0,0,481.0,48.1,0,76,8,8,1,10.0,12.0,11.0,14.0,9.0,8.0,6.0,3.0,6.0,2.0,0,0,0,0,0,0,0,0,81.0,0.77,789
643,D_,790,upper & bottom,98.744,1.0,98.7,2021.9.2,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,790
644,D_,791,upper,98.744,1.0,98.7,2021.9.3,0,0,400.0,40.0,0,58,8,8,1,10.0,12.0,12.0,14.0,10.0,13.0,3.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,84.0,0.59,791
645,D_,792,upper & bottom,98.744,1.0,98.7,2021.9.3,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,792
646,D_,793,upper,98.744,1.0,98.7,2021.9.3,0,0,424.0,42.4,0,40,8,8,1,10.0,12.0,11.0,16.0,12.0,6.0,5.0,3.0,6.0,2.0,0,0,0,0,0,0,0,0,83.0,0.41,793
647,D_,794,upper & bottom,98.744,1.0,98.7,2021.9.6,0,0,361.0,36.1,0,54,8,8,1,10.0,12.0,12.0,10.0,5.0,9.0,6.0,2.0,6.0,2.0,0,0,0,0,0,0,0,0,74.0,0.55,794
648,D_,795,upper,98.744,1.0,98.7,2021.9.6,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,795
649,D_,796,upper & bottom,98.744,1.0,98.7,2021.9.6,0,0,552.0,55.2,0,0,4,4,1,6.0,6.0,8.0,10.0,5.0,6.0,0.0,4.0,6.0,2.0,0,0,0,0,0,0,0,0,53.0,0,796
650,D_,797,upper,98.744,1.0,98.7,2021.9.6,0,0,227.0,22.7,0,0,4,4,0,4.0,5.0,4.0,3.0,4.0,5.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,27.0,0,797
651,D_,798,upper & bottom,98.744,1.0,98.7,2021.9.7,0,0,337.0,33.7,0,34,8,8,1,6.0,6.0,6.0,8.0,9.0,13.0,8.0,10.0,6.0,2.0,0,0,0,0,0,0,0,0,74.0,0.34,798
652,D_,799,upper,98.744,1.0,98.7,2021.9.7,0,0,170.0,17.0,0,30,5,5,1,6.0,6.0,5.0,5.0,6.0,9.0,4.0,4.0,6.0,2.0,0,0,0,0,0,0,0,0,53.0,0.3,799
653,D_,800,upper & bottom,98.744,1.0,98.7,2021.9.7,0,0,787.0,78.7,0,0,10,10,2,9.0,9.0,9.0,12.0,9.0,10.0,6.0,8.0,6.0,2.0,0,0,0,0,0,0,0,0,80.0,0,800
654,D_,801,upper,98.744,1.0,98.7,2021.9.7,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,801
655,D_,802,upper & bottom,98.744,1.0,98.7,2021.9.8,0,0,435.0,43.5,0,0,7,7,1,6.0,6.0,6.0,10.0,8.0,7.0,1.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,59.0,0,802
656,D_,803,upper,98.744,1.0,98.7,2021.9.8,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,803
657,D_,804,upper & bottom,98.744,1.0,98.7,2021.9.8,0,0,583.0,58.3,0,44,8,8,1,7.0,12.0,12.0,12.0,9.0,9.0,1.0,9.0,6.0,2.0,0,0,0,0,0,0,0,0,79.0,0.45,804
658,D_,805,upper,98.744,1.0,98.7,2021.9.8,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,805
659,D_,806,upper & bottom,98.744,1.0,98.7,2021.9.9,0,0,442.0,44.2,0,50,8,8,1,8.0,12.0,11.0,15.0,9.0,11.0,3.0,5.0,6.0,2.0,0,0,0,0,0,0,0,0,82.0,0.51,806
660,D_,807,upper,98.744,1.0,98.7,2021.9.9,0,0,131.0,13.1,0,34,5,5,1,3.0,3.0,3.0,5.0,7.0,7.0,7.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,44.0,0.34,807
661,D_,808,upper & bottom,98.744,1.0,98.7,2021.9.9,0,0,896.0,89.6,0,0,8,8,1,10.0,12.0,12.0,15.0,8.0,10.0,3.0,4.0,6.0,2.0,0,0,0,0,0,0,0,0,82.0,0,808
662,D_,809,upper,98.744,1.0,98.7,2021.9.9,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,809
663,D_,810,upper & bottom,98.744,1.0,98.7,2021.9.10,0,0,526.0,52.6,0,0,8,8,1,8.0,11.0,11.0,13.0,10.0,9.0,5.0,6.0,6.0,2.0,0,0,0,0,0,0,0,0,81.0,0,810
664,D_,811,upper,98.744,1.0,98.7,2021.9.10,0,0,144.0,14.4,0,38,5,5,1,3.0,3.0,3.0,5.0,7.0,7.0,6.0,0.0,6.0,2.0,0,0,0,0,0,0,0,0,42.0,0.38,811
